Title,Sentence,clean_sentence
"Asian stocks up, gold bouncing back in calmer trade","Shares in server equipment company Super Micro Computer (SMCI.O), opens new tab rose more than 6% in late trade after its report.",share server equipment company super micro computer smci rose late trade report
"Asian stocks up, gold bouncing back in calmer trade","At Tuesday's close, the Dow Jones Industrial Average (.DJI), opens new tab was down 166.67 points, or 0.34%, at 49,240.99 while the S&P 500 (.SPX), opens new tab finished down 58.63 points, or 0.84%, at 6,917.81 and the Nasdaq Composite (.IXIC), opens new tab fell 336.92 points, or 1.43%, to 23,255.19.",tuesday close dow jones industrial average dji 166 point 240 500 spx finished point 917 nasdaq composite ixic fell 336 point 255
"Asian stocks up, gold bouncing back in calmer trade","MSCI's gauge of stocks across the globe (.MIWD00000PUS), opens new tab rose 0.16 points, or 0.02%, to 1,043.93.",msci gauge stock across globe miwd00000pus rose point 043
"Asian stocks up, gold bouncing back in calmer trade","Earlier, the pan-European STOXX 600 index < .STOXX > finished up 0.1% for its second closing record in a row but trading was muted by a sharp selloff in software and advertising stocks.",earlier pan european stoxx 600 index stoxx finished second closing record row trading muted sharp selloff software advertising stock
"Asian stocks up, gold bouncing back in calmer trade","While the heavyweight technology sector (.SPLRCT), opens new tab was the weakest in the S&P 500, finishing down 2.2%, energy (.SPNY), opens new tab was the strongest group, closing up 3.3% helped by rising oil prices.",heavyweight technology sector splrct weakest 500 finishing energy spny strongest group closing helped rising oil price
"Asian stocks up, gold bouncing back in calmer trade","Aside from Iran worries oil gained support from a U.S.-India trade agreement, which boosted hopes for global energy demand.",aside iran worry oil gained support india trade agreement boosted hope global energy demand
"Asian stocks up, gold bouncing back in calmer trade",And Russia's continued attacks on Ukraine fueled worries that Moscow's oil would remain sanctioned.,russia continued attack ukraine fueled worry moscow oil would remain sanctioned
"Asian stocks up, gold bouncing back in calmer trade","U.S. crude settled up 1.72%, or $1.07, at $63.21 a barrel while Brent settled at $67.33 per barrel, up 1.55%, or $1.03 on the day.",crude settled barrel brent settled per barrel day
"Asian stocks up, gold bouncing back in calmer trade",Commodities and the dollar have been whipsawed since U.S. President Donald Trump's nomination of Kevin Warsh to lead the Federal Reserve last Friday.,commodity dollar whipsawed since president donald trump nomination kevin warsh lead federal reserve last friday
"Asian stocks up, gold bouncing back in calmer trade","While Warsh may be under pressure from Trump to cut interest rates, investors expect that he will look to shrink the Fed's balance sheet, which is seen as a negative for precious metals.",warsh may pressure trump cut interest rate investor expect look shrink fed balance sheet seen negative precious metal
"Asian stocks up, gold bouncing back in calmer trade","But on Tuesday, spot gold rose 6.14% to $4,951.72 an ounce, after falling about 13% in the prior two sessions.",tuesday spot gold rose 951 ounce falling prior two session
"Asian stocks up, gold bouncing back in calmer trade",Spot silver rose 7.58% to $85.42 an ounce on Tuesday after tumbling 6% Monday and 27% on Friday.,spot silver rose ounce tuesday tumbling monday friday
"Asian stocks up, gold bouncing back in calmer trade","Jack Janasiewicz, lead portfolio strategist at Natixis Investment Managers said Tuesday showed ""a little bit of calmness returning back to the markets on the commodity side looking at gold and silver.""",jack janasiewicz lead portfolio strategist natixis investment manager said tuesday showed little bit calmness returning back market commodity side looking gold silver
"Asian stocks up, gold bouncing back in calmer trade","In currencies, the Australian dollar strengthened 1.08% versus the greenback to $0.7022 after the Reserve Bank of Australia raised rates by a quarter point to 3.85%, citing above-target inflation and a tight job market.",currency australian dollar strengthened versus greenback 7022 reserve bank australia raised rate quarter point citing target inflation tight job market
"Asian stocks up, gold bouncing back in calmer trade","The dollar index , which measures the greenback against a basket of currencies including the yen and the euro, took a step back after last week's rally against a range of currencies.",dollar index measure greenback basket currency including yen euro took step back last week rally range currency
"Asian stocks up, gold bouncing back in calmer trade","In U.S. Treasuries, yields dipped after rising earlier as traders evaluated possible shifts in Federal Reserve policy under Warsh as they faced U.S. economic data delays due to a partial government shutdown.",treasury yield dipped rising earlier trader evaluated possible shift federal reserve policy warsh faced economic data delay due partial government shutdown
"Asian stocks up, gold bouncing back in calmer trade","The yield on benchmark U.S. 10-year notes fell 0.8 basis points to 4.268%, from 4.277% late on Monday while the 30-year bond yield fell 1.1 basis points to 4.8983%.",yield benchmark year note fell basis point 268 277 late monday year bond yield fell basis point 8983
"Asian stocks up, gold bouncing back in calmer trade","The 2-year note yield, which typically moves in step with interest rate expectations for the Federal Reserve, rose 0.2 basis points to 3.572%, from 3.57% late on Monday.",year note yield typically move step interest rate expectation federal reserve rose basis point 572 late monday
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports","Feb 2 (Reuters) - U.S. President Donald Trump spoke to some FBI agents a day after they searched an election office in Georgia's Fulton County last week, the New York Times reported on Monday, citing three people with knowledge of the discussion.",feb reuters president donald trump spoke fbi agent day searched election office georgia fulton county last week new york time reported monday citing three people knowledge discussion
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports","The FBI raided the facility outside Atlanta, pursuing Trump's false claims that his 2020 election defeat was the result of widespread voting fraud.",fbi raided facility outside atlanta pursuing trump false claim 2020 election defeat result widespread voting fraud
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports","Claims of voting fraud in the 2020 presidential election have been rejected by courts, state governments and members of Trump's own former administration.",claim voting fraud 2020 presidential election rejected court state government member trump former administration
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports",Director of National Intelligence Tulsi Gabbard met some of the FBI agents of the bureau's field office in Atlanta a day after the search.,director national intelligence tulsi gabbard met fbi agent bureau field office atlanta day search
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports","During the meeting, she used her cellphone to call Trump, the newspaper reported.",meeting used cellphone call trump newspaper reported
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports","Trump addressed the agents on speakerphone, asked them questions, and praised and thanked them for their work on the inquiry, it added.",trump addressed agent speakerphone asked question praised thanked work inquiry added
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports",Critics have denounced the Georgia investigation as politically motivated.,critic denounced georgia investigation politically motivated
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports",They say the Justice Department requires an unusual amount of independence because it is responsible for administering justice in a non-partisan fashion.,say justice department requires unusual amount independence responsible administering justice non partisan fashion
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports",The raid was the latest in a string of actions by Trump's administration to use the Justice Department against his perceived enemies or to intervene in cases where he believes he was treated unfairly.,raid latest string action trump administration use justice department perceived enemy intervene case belief treated unfairly
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports","""DNI Gabbard and FBI Director (Kash) Patel are working together to implement the president's election integrity priorities, and their work continues to serve him and the entire country well,"" White House spokesman Davis Ingle said in a statement.",dni gabbard fbi director kash patel working together implement president election integrity priority work continues serve entire country well white house spokesman davis ingle said statement
"Trump spoke to some FBI agents who raided Atlanta election office, NYT reports",The Justice Department did not immediately respond to a request for comment.,justice department immediately respond request comment
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","WASHINGTON/NEW DELHI, Feb 2 (Reuters) - U.S. President Donald Trump on Monday announced a trade deal with India that slashes U.S. tariffs on Indian goods to 18% from 50% in exchange for India halting Russian oil purchases and lowering trade barriers.",washington new delhi feb reuters president donald trump monday announced trade deal india slash tariff indian good exchange india halting russian oil purchase lowering trade barrier
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Trump announced the deal on social media following a call with Indian Prime Minister Narendra Modi, noting that India would now buy oil from the U.S. and potentially Venezuela.",trump announced deal social medium following call indian prime minister narendra modi noting india would buy oil potentially venezuela
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases",Get the latest news from India and how it matters to the world with the Reuters India File newsletter.,get latest news india matter world reuters india file newsletter
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","A White House official told Reuters that the U.S. was rescinding a punitive 25% duty on all imports from India over its purchases of Russian oil that had stacked on top of a 25% ""reciprocal"" tariff rate.",white house official told reuters rescinding punitive duty import india purchase russian oil stacked top reciprocal tariff rate
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases",U.S.-listed shares of major Indian companies rallied on the news.,listed share major indian company rallied news
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","IT consulting firm Infosys closed 4.3% higher, consultancy Wipro rose 6.8%, HDFC Bank gained 4.4% and the iShares MSCI India exchange-traded fund rallied 3%.",consulting firm infosys closed higher consultancy wipro rose hdfc bank gained ishares msci india exchange traded fund rallied
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Trump's announcement added to positive sentiment over semiconductor makers and artificial intelligence, lifting major indexes into positive territory on the day.",trump announcement added positive sentiment semiconductor maker artificial intelligence lifting major index positive territory day
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Modi also committed India to ""BUY AMERICAN at a much higher level,"" in addition to buying more than $500 billion worth of U.S. energy, including coal, along with technology, agricultural and other products, Trump added.",modi also committed india buy american much higher level addition buying 500 billion worth energy including coal along technology agricultural product trump added
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","""They will likewise move forward to reduce their Tariffs and Non Tariff Barriers against the United States, to ZERO,"" Trump said of India.",likewise move forward reduce tariff non tariff barrier united state zero trump said india
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Until Trump returned to office and raised U.S. tariff rates to double-digit levels last year, India had some of the world's highest tariffs, with a simple applied rate of 15.6% and an effective applied tariff of 8.2%, according to World Trade Organization data.",trump returned office raised tariff rate double digit level last year india world highest tariff simple applied rate effective applied tariff according world trade organization data
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","FEW DETAILS AVAILABLE  Trump's Truth Social message provided few details, including on the start date for the lower tariff rates, the deadline for India to end Russian oil purchases, trade barrier reductions and which U.S. products India had committed to purchasing.",detail available trump truth social message provided detail including start date lower tariff rate deadline india end russian oil purchase trade barrier reduction product india committed purchasing
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","As of late Monday afternoon, the White House had not issued a presidential proclamation nor a Federal Register notice required to make the changes official.",late monday afternoon white house issued presidential proclamation federal register notice required make change official
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","A White House spokesperson offered no further details, while India's commerce and foreign ministries did not immediately respond to requests sent after working hours.",white house spokesperson offered detail india commerce foreign ministry immediately respond request sent working hour
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases",Russia's embassy in Washington also did not immediately respond to a request for comment.,russia embassy washington also immediately respond request comment
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Previous trade deals with other major Asian trading partners including Japan and South Korea have included commitments to invest hundreds of billions of dollars into U.S. industries, but the India announcement did not mention any specific investments.",previous trade deal major asian trading partner including japan south korea included commitment invest hundred billion dollar industry india announcement mention specific investment
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","The deal brings India ""broadly in line with its Asian peers on tariff rates"" of 15% to 19%, said Madhavi Arora, economist at Emkay Global, adding that it would eliminate a disproportionate drag on India's exports and its rupee currency.",deal brings india broadly line asian peer tariff rate said madhavi arora economist emkay global adding would eliminate disproportionate drag india export rupee currency
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","The U.S. Chamber of Commerce, which has long advocated a market-opening trade deal with India, called Trump's announcement progress towards that goal.",chamber commerce long advocated market opening trade deal india called trump announcement progress towards goal
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","""We are optimistic that this is the first step toward a comprehensive trade agreement that will unlock even more private sector collaboration, and we look forward to reviewing the details of the deal,"" Chamber CEO Suzanne Clark said in a statement.",optimistic first step toward comprehensive trade agreement unlock even private sector collaboration look forward reviewing detail deal chamber ceo suzanne clark said statement
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","A coalition of more than 800 small businesses called ""We Pay the Tariffs"" urged Americans not to celebrate the deal, which it called a ""600% tax increase on American businesses compared to 2024.""",coalition 800 small business called pay tariff urged american celebrate deal called 600 tax increase american business compared 2024
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases",The group noted that U.S. tariffs on Indian imports were about 2% to 3% at that time but would now be 18% and could go higher if India does not fully wean itself off Russian oil.,group noted tariff indian import time would could higher india fully wean russian oil
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","'BIG THANKS' FROM MODI  ""Wonderful to speak with my dear friend President Trump today.",big thanks modi wonderful speak dear friend president trump today
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Delighted that Made in India products will now have a reduced tariff of 18%,"" Modi said in a social media post on X.",delighted made india product reduced tariff modi said social medium post
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","""Big thanks to President Trump on behalf of the 1.4 billion people of India for this wonderful announcement.""",big thanks president trump behalf billion people india wonderful announcement
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases",India's Trade Minister Piyush Goyal said the deal would draw the U.S. and Indian economies closer together.,india trade minister piyush goyal said deal would draw indian economy closer together
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","""This agreement unlocks unprecedented opportunities for farmers, MSMEs, entrepreneurs, and skilled workers to Make in India for the world, Design in India for the world, and Innovate in India for the world.",agreement unlocks unprecedented opportunity farmer msmes entrepreneur skilled worker make india world design india world innovate india world
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","It will help India get technology from the U.S.,"" Goyal said in a post on X.",help india get technology goyal said post
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases",The deal comes less than a week after India signed a long-awaited trade deal with the European Union that is expected to eliminate or reduce tariffs on 96.6% of traded goods by value.,deal come less week india signed long awaited trade deal european union expected eliminate reduce tariff traded good value
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","That deal excludes EU soybeans, beef, sugar, rice and dairy from tariff reductions.",deal excludes soybean beef sugar rice dairy tariff reduction
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","The Trump administration has been racing to complete framework trade deals with major trading partners before the U.S. Supreme Court rules on whether to strike down Trump's ""reciprocal"" tariffs under the International Emergency Economic Powers Act.",trump administration racing complete framework trade deal major trading partner supreme court rule whether strike trump reciprocal tariff international emergency economic power act
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Trump administration officials reached a deal with Taiwan last month and say such agreements are expected to continue no matter what the court rules, as they will reimpose tariffs under other authorities.",trump administration official reached deal taiwan last month say agreement expected continue matter court rule reimpose tariff authority
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","WESTERN HEMISPHERE OIL  On Saturday, Trump teased a potential deal for India to buy Venezuelan oil after the U.S. seized Venezuelan President Nicolas Maduro in a military raid in early January.",western hemisphere oil saturday trump teased potential deal india buy venezuelan oil seized venezuelan president nicolas maduro military raid early january
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases",The deal followed months of tense trade negotiations between the world's two largest democracies.,deal followed month tense trade negotiation world two largest democracy
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Last August, Trump doubled duties on imports from India to 50% to pressure New Delhi to stop buying Russian oil, and earlier this month said the rate could rise again if it did not curb its purchases.",last august trump doubled duty import india pressure new delhi stop buying russian oil earlier month said rate could rise curb purchase
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","Purchases of Venezuelan oil would help replace some of the Russian oil bought by India, the world's third-biggest oil importer.",purchase venezuelan oil would help replace russian oil bought india world third biggest oil importer
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","India relies heavily on oil imports, covering around 90% of its needs, and importing cheaper Russian oil has helped lower its import costs since Moscow invaded Ukraine in 2022 and Western nations enacted sanctions on its energy exports.",india relies heavily oil import covering around need importing cheaper russian oil helped lower import cost since moscow invaded ukraine 2022 western nation enacted sanction energy export
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases",Recently India has begun to slow its purchases from Russia.,recently india begun slow purchase russia
"US to cut tariffs on India to 18%, India agrees to end Russian oil purchases","In January, they were around 1.2 million barrels per day, and are projected to decline to about 1 million bpd in February and 800,000 bpd in March, according to a Reuters report.",january around million barrel per day projected decline million bpd february 800 000 bpd march according reuters report
"US dropping 25% separate tariff on Indian imports after pledge to cut Russian oil, White House says","WASHINGTON, Feb 2 (Reuters) - The Trump administration is dropping a 25% additional tariffs imposed on Indian imports over its purchases of Russian oil, in addition to lowering a country-specific tariff to 18% from 25%, a White House official said on Monday.",washington feb reuters trump administration dropping additional tariff imposed indian import purchase russian oil addition lowering country specific tariff white house official said monday
"US dropping 25% separate tariff on Indian imports after pledge to cut Russian oil, White House says","""We are also dropping the 25% tariff given India's agreement to stop buying Russian oil,"" the official said.",also dropping tariff given india agreement stop buying russian oil official said
"US dropping 25% separate tariff on Indian imports after pledge to cut Russian oil, White House says","U.S. President Donald Trump announced the changes in a Truth Social post following a call with Indian Prime Minister Narendra Modi, but did not explicitly address the 25% tariff he imposed in August to pressure New Delhi to stop buying Russian oil.",president donald trump announced change truth social post following call indian prime minister narendra modi explicitly address tariff imposed august pressure new delhi stop buying russian oil
"Small drone fell on Polish army base, military police say","WARSAW, Feb 2 (Reuters) - A small toy-like drone of unknown origin fell onto a military base in Przasnysz, north-central Poland on January 28, military police said on Monday, confirming a report from Radio Zet.",warsaw feb reuters small toy like drone unknown origin fell onto military base przasnysz north central poland january military police said monday confirming report radio zet
"Small drone fell on Polish army base, military police say",Authorities across Europe have been on high alert for drones after a spate of incidents that have disrupted operations at airports or military facilities.,authority across europe high alert drone spate incident disrupted operation airport military facility
"Small drone fell on Polish army base, military police say",Military police spokesperson Tomasz Wiktorowicz said security officers had observed the drone flying over the base and that it then fell onto the premises.,military police spokesperson tomasz wiktorowicz said security officer observed drone flying base fell onto premise
"Small drone fell on Polish army base, military police say","It was later handed over to the military police, and an investigation is currently underway,"" he said.",later handed military police investigation currently underway said
"Small drone fell on Polish army base, military police say",He added that it was an unsophisticated device that was possibly controlled using a mobile phone and had lost contact with its operator.,added unsophisticated device possibly controlled using mobile phone lost contact operator
"Small drone fell on Polish army base, military police say","""No recording devices, such as a memory card or SIM card, that could transmit data were found in the device,"" he said.",recording device memory card sim card could transmit data found device said
Trump says Republicans should 'nationalize' voting in at least 15 places,"Summary  Trump reiterates false claims of widespread election fraud  Trump suggests Republicans take control of voting  Trump's claims of election fraud rejected by courts  WASHINGTON, Feb 2 (Reuters) - President Donald Trump said on Monday that Republicans should ""nationalize"" and ""take over"" voting in at least 15 unspecified places, reiterating his false claims that U.S. elections are marred by widespread fraud.",president donald trump said monday republican nationalize take voting least unspecified place reiterating false claim election marred widespread fraud
Trump says Republicans should 'nationalize' voting in at least 15 places,"In a podcast interview with his former FBI Deputy Director Dan Bongino, Trump -- who continues to claim falsely that his 2020 election defeat was the result of fraud -- gave no details on what he intended.",podcast interview former fbi deputy director dan bongino trump continues claim falsely 2020 election defeat result fraud gave detail intended
Trump says Republicans should 'nationalize' voting in at least 15 places,"Referring to immigrants, the president said on ""The Dan Bongino Show"": ""These people were brought to our country to vote, and they vote illegally.",referring immigrant president said dan bongino show people brought country vote vote illegally
Trump says Republicans should 'nationalize' voting in at least 15 places,"We should take over the voting, the voting in at least many, 15 places.",take voting voting least many place
Trump says Republicans should 'nationalize' voting in at least 15 places,"The Republicans ought to nationalize the voting,"" Trump said in the interview.",republican ought nationalize voting trump said interview
Trump says Republicans should 'nationalize' voting in at least 15 places,"He did not specify the locations but said: ""We have states that are so crooked and they're counting votes.",specify location said state crooked counting vote
Trump says Republicans should 'nationalize' voting in at least 15 places,The White House did not immediately respond to a request for clarification of Trump's remarks.,white house immediately respond request clarification trump remark
Trump says Republicans should 'nationalize' voting in at least 15 places,"U.S. Representative Don Bacon, a Republican, said on X, ""I opposed nationalizing elections when Speaker Pelosi wanted major changes to elections in all 50 states.",representative bacon republican said opposed nationalizing election speaker pelosi wanted major change election state
Trump says Republicans should 'nationalize' voting in at least 15 places,"Separately, Michigan Department of State spokesperson Cheri Hardmon said in a statement: ""The U.S. Constitution puts states in charge of elections, not the federal government.",separately michigan department state spokesperson cheri hardmon said statement constitution put state charge election federal government
Trump says Republicans should 'nationalize' voting in at least 15 places,Bongino returned to his podcast after leaving the Federal Bureau of Investigation last month.,bongino returned podcast leaving federal bureau investigation last month
Trump says Republicans should 'nationalize' voting in at least 15 places,"FBI SEARCH  Trump's comments came days after the FBI searched an election office in Georgia's Fulton County for 2020 records as the president continues to press false claims of fraud in his 2020 defeat, an accusation that has been rejected by courts, state governments and members of Trump's own former administration.",fbi search trump comment came day fbi searched election office georgia fulton county 2020 record president continues press false claim fraud 2020 defeat accusation rejected court state government member trump former administration
Trump says Republicans should 'nationalize' voting in at least 15 places,"Trump, in a departure from law enforcement norms, spoke with some of the FBI agents by cellphone the day after the raid during a meeting they had with Director of National Intelligence Tulsi Gabbard, the New York Times reported on Monday.",trump departure law enforcement norm spoke fbi agent cellphone day raid meeting director national intelligence tulsi gabbard new york time reported monday
Trump says Republicans should 'nationalize' voting in at least 15 places,The U.S. will hold midterm elections in November that will determine control of Congress for the next two years.,hold midterm election november determine control congress next two year
Trump says Republicans should 'nationalize' voting in at least 15 places,"Under the U.S. Constitution, states and local jurisdictions conduct elections.",constitution state local jurisdiction conduct election
Trump says Republicans should 'nationalize' voting in at least 15 places,"Previously he spent three years with Reuters' Sub-Saharan Africa breaking news hub in Johannesburg, and covered former Paralympic star Oscar Pistorius's release, and the historic 2024 South African election.",previously spent three year reuters sub saharan africa breaking news hub johannesburg covered former paralympic star oscar pistorius release historic 2024 south african election
Trump says Republicans should 'nationalize' voting in at least 15 places,He was part of a team of reporters that Reuters named Journalists of the Year in 2023 in the Speed category for coverage of Africa.,part team reporter reuters named journalist year 2023 speed category coverage africa
Trump says Republicans should 'nationalize' voting in at least 15 places,He has also spent three years in India with the news agency's Global News Monitoring team.,also spent three year india news agency global news monitoring team
Gold’s bull run seen intact despite steep pullback,"Summary  Companies  Volatility may persist, with mixed expectations for silver  Federal Reserve rate cuts expected to support gold prices  UBS and JP Morgan forecast gold prices above $6,200/oz this year  Feb 2 (Reuters) - Despite a historic pullback in gold and silver prices, triggered by the sharpest two-session sell-off in decades, analysts see the metal's bull run continuing and expect it to notch fresh record highs later this year.",despite historic pullback gold silver price triggered sharpest two session sell decade analyst see metal bull run continuing expect notch fresh record high later year
Gold’s bull run seen intact despite steep pullback,"Spot gold prices plunged nearly 10% on January 30, its steepest fall since 1983, breaking below the historic $5,000 per ounce milestone scaled just days previously and wiping out much of the gains for the year.",spot gold price plunged nearly january steepest fall since 1983 breaking historic 000 per ounce milestone scaled day previously wiping much gain year
Gold’s bull run seen intact despite steep pullback,"Silver fell 27% in the same session, its biggest downfall on record.",silver fell session biggest downfall record
Gold’s bull run seen intact despite steep pullback,Gold fell more than 13% and silver nearly 34% over the last two trading sessions.,gold fell silver nearly last two trading session
Gold’s bull run seen intact despite steep pullback,"""Although the fall was large and fast, it should also be remembered that we are currently at the same levels we saw just three weeks ago,"" said Ross Norman, an independent analyst.",although fall large fast also remembered currently level saw three week ago said ross norman independent analyst
Gold’s bull run seen intact despite steep pullback,"""This is a significant correction but it does not, by any stretch of the imagination, signify the bull run has ended.""",significant correction stretch imagination signify bull run ended
Gold’s bull run seen intact despite steep pullback,"AN OVEREXTENDED RALLY  Gold’s retreat follows what analysts say was an overextended rally, taking the metal from a record peak of $5,594.82 to around $4,700 - nearly $900 lower.",overextended rally gold retreat follows analyst say overextended rally taking metal record peak 594 around 700 nearly 900 lower
Gold’s bull run seen intact despite steep pullback,"It was sparked by U.S. President Donald Trump's nomination of Kevin Warsh as the next Federal Reserve chair, followed by CME Group's decision to raise margin requirements on precious metals futures.",sparked president donald trump nomination kevin warsh next federal reserve chair followed cme group decision raise margin requirement precious metal future
Gold’s bull run seen intact despite steep pullback,"The pullback could discourage speculative buying, analysts at WisdomTree noted, potentially creating space for long-term strategic buyers to re-allocate.",pullback could discourage speculative buying analyst wisdomtree noted potentially creating space long term strategic buyer allocate
Gold’s bull run seen intact despite steep pullback,"Gold prices could see a period of consolidation before moving higher over the next few weeks and months, said Tai Wong, an independent metals trader.",gold price could see period consolidation moving higher next week month said tai wong independent metal trader
Gold’s bull run seen intact despite steep pullback,"Markets also expect the Federal Reserve to trim interest rates two times this year, which will support non-yielding gold.",market also expect federal reserve trim interest rate two time year support non yielding gold
Gold’s bull run seen intact despite steep pullback,"""We look for gold to reach a new record high above $6,200/oz later this year,"" said UBS analyst Giovanni Staunovo.",look gold reach new record high 200 later year said ubs analyst giovanni staunovo
Gold’s bull run seen intact despite steep pullback,"JP Morgan expects gold to reach $6,300/oz by year-end, the bank said on Monday, while Deutsche Bank reiterated its gold price forecast of $6,000 this year citing sustained investor demand.",morgan expects gold reach 300 year end bank said monday deutsche bank reiterated gold price forecast 000 year citing sustained investor demand
Gold’s bull run seen intact despite steep pullback,"However, some analysts caution that volatility may persist in the near term, warning that the sell-off may not be over yet.",however analyst caution volatility may persist near term warning sell may yet
Gold’s bull run seen intact despite steep pullback,"""It is far too early to suggest gold has found a bottom yet,"" said Fawad Razaqzada, market analyst at City Index and FOREX.com.",far early suggest gold found bottom yet said fawad razaqzada market analyst city index forex com
Gold’s bull run seen intact despite steep pullback,"Expectations for silver remain mixed, reflecting its dual status as both a precious and industrial metal.",expectation silver remain mixed reflecting dual status precious industrial metal
UK police review reports of alleged misconduct by Mandelson after Epstein files release,"LONDON, Feb 2 (Reuters) - UK police said they are reviewing reports of alleged misconduct to determine if they meet the threshold for a criminal investigation, following calls to probe former UK ambassador to the U.S. Peter Mandelson over his links to Jeffrey Epstein.",london feb reuters police said reviewing report alleged misconduct determine meet threshold criminal investigation following call probe former ambassador peter mandelson link jeffrey epstein
UK police review reports of alleged misconduct by Mandelson after Epstein files release,"""Following this release (of Epstein files) and subsequent media reporting, the Met has received a number of reports relating to alleged misconduct in a public office,"" Ella Marriott, commander of the Met police, said in a statement on Monday.",following release epstein file subsequent medium reporting met received number report relating alleged misconduct public office ella marriott commander met police said statement monday
UK police review reports of alleged misconduct by Mandelson after Epstein files release,"""The reports will all be reviewed to determine if they meet the criminal threshold for investigation.""",report reviewed determine meet criminal threshold investigation
Trump says talks with Iran ongoing,Feb 2 (Reuters) - U.S. President Donald Trump said Monday that talks with Iran were ongoing amid high tensions.,feb reuters president donald trump said monday talk iran ongoing amid high tension
Trump says talks with Iran ongoing,"""We have ships heading to Iran right now, big ones ... and we have talks going on with Iran,"" Trump told reporters at the White House.",ship heading iran right big one talk going iran trump told reporter white house
Trading Day: Solid data over hard assets,news.google.com normally uses encryption to protect your information.,news google com normally us encryption protect information
Trading Day: Solid data over hard assets,"When Chrome tried to connect to news.google.com this time, the website sent back unusual and incorrect credentials.",chrome tried connect news google com time website sent back unusual incorrect credential
Trading Day: Solid data over hard assets,"This may happen when an attacker is trying to pretend to be news.google.com, or a Wi-Fi sign-in screen has interrupted the connection.",may happen attacker trying pretend news google com sign screen interrupted connection
Trading Day: Solid data over hard assets,Your information is still secure because Chrome stopped the connection before any data was exchanged.,information still secure chrome stopped connection data exchanged
Trading Day: Solid data over hard assets,You cannot visit news.google.com right now because the website uses HSTS.,visit news google com right website us hsts
Trading Day: Solid data over hard assets,"Network errors and attacks are usually temporary, so this page will probably work later.",network error attack usually temporary page probably work later
South African white separatists claim land acquired from Zulu king then lost to British,"Summary  South Africa's white nationalists emboldened by Trump  Dutch settlers' descendants own most privately owned land  Separatists a small minority among Afrikaners  JOHANNESBURG, Feb 2 (Reuters) - A white South African separatist group, emboldened by U.S. President Donald Trump's drive to take over Greenland, has laid claim to land that descendants of Dutch settlers acquired from a Zulu king but later lost to Britain.",white south african separatist group emboldened president donald trump drive take greenland laid claim land descendant dutch settler acquired zulu king later lost britain
South African white separatists claim land acquired from Zulu king then lost to British,"The claim by the group Boervolk of the Orange Free State to land in KwaZulu-Natal province near the border with Lesotho was published in the government gazette last week, invoking a U.N. resolution granting independence to colonial states.",claim group boervolk orange free state land kwazulu natal province near border lesotho published government gazette last week invoking resolution granting independence colonial state
